Date;PX;BUX;WIG;NIKKEI;HS;SSEC;DAX;FTSE
2014-06-02;37.4066661815006;63.7381196129586;589.529630613872;107.499064344321;2210.41366926925;240.387215879026;9950.12;8443.96604748432
2014-06-03;37.5643593198121;62.732987898862;589.783027965285;107.664351188771;2201.60883250938;238.85418985903;9919.74;8391.18693997791
2014-06-04;37.3594319009468;62.5052062868369;593.940271143918;107.797682071827;2191.37994680499;237.711904202865;9926.67;8386.9987699877
2014-06-05;37.5078324225865;62.3918696510862;602.425876010782;108.297687446136;2197.13256196461;240.559176793692;9947.83;8408.60175243737
2014-06-06;37.7426168020101;62.8182207578254;607.173231599154;107.918116097631;2170.06108053932;238.059832768468;9987.19;8458.57178095708
2014-06-09;37.7166587738152;63.0201110964594;605.073541966485;108.501327211421;2191.58252988633;239.073611830641;10008.63;8489.22639995061
2014-06-10;37.916287202652;62.7091375398678;608.729114910614;108.164178027844;2220.31406233633;243.395510441248;10028.8;8512.13622291022
2014-06-11;37.8079795955547;62.1903016818271;604.67451018523;109.048990520298;2214.72688835562;243.546743149711;9949.81;8474.43618339529
2014-06-12;37.8333333333333;61.8365485221031;603.408869395711;108.4095713872;2210.02832266862;243.882463418403;9938.7;8512.3896006966
2014-06-13;37.6366618075802;61.3063274624918;599.011268629589;109.341251448436;2222.79975979182;246.460282320455;9912.87;8494.61085349041
2014-06-16;37.699176324805;61.3050632499756;590.708509354255;108.361439663305;2221.37511559399;247.599943025354;9883.98;8470.83019814397
2014-06-17;37.6760794315905;60.8290167241491;595.68054917696;108.207875722543;2206.20970962405;244.605934359873;9920.32;8464.81110833125
2014-06-18;37.4189439976711;61.7222475273295;594.141492133964;109.021276595745;2205.01084351102;243.239533287577;9930.33;8467.90755777639
2014-06-19;37.5436486240204;62.516491434935;595.619150171805;110.655236997551;2194.62042703143;238.419669890788;10004;8511.73345002188
2014-06-20;37.6382459082127;61.9979065127081;591.772821227708;110.682290164407;2202.20466759082;239.559101654846;9987.24;8558.24451410658
2014-06-23;37.5373297399665;62.4805896805897;596.628753192925;111.001588906543;2163.95217535702;239.165672294224;9920.92;8507.08031023268
2014-06-24;37.0801297234267;62.2079939816178;592.144920558498;110.779827089337;2167.52778014608;239.703248008297;9938.08;8467.96007485964
2014-06-25;36.7282668124658;61.5066562510171;583.341364687741;110.045484033735;2166.69983039124;238.619763441874;9867.75;8393.41851043939
2014-06-26;36.6014500674026;60.1202338421566;579.957037001279;110.538594844393;2199.3676226594;240.705582317937;9804.9;8428.38192967088
2014-06-27;36.7074547507193;60.6934443760329;577.917730359809;109.312767035991;2199.56996580565;240.469246301173;9815.17;8450.9097730257
2014-06-30;36.762466761374;60.1544778532169;579.486624326405;109.521092169893;2190.73853653007;241.770732513397;9833.07;8414.14847161572
2014-07-01;36.4604673203806;59.5784234771124;578.334375450916;110.276298748021;2204.32460431926;241.553667990057;9902.41;8523.894248841
2014-07-02;36.3560804899388;59.5933140469302;574.358355847163;110.854453660296;2225.12590352908;242.810318807772;9911.27;8565.43101281729
2014-07-03;36.3493567549838;59.773884838948;572.814738009694;110.371710053214;2224.77451073083;243.394401255176;10029.43;8619.22159447583
2014-07-04;34.9304037312345;59.451140904989;570.855679567087;111.322780702387;2235.88798890904;244.250065232346;10009.08;8662.69240474388
2014-07-07;34.6985492454618;59.6987893618391;574.164896698204;111.018840684328;2234.71359951396;244.284613104062;9906.07;8595.4651382503
2014-07-08;34.0285016583446;59.3465971637635;571.040537925697;110.765297266021;2235.28775031571;244.900332225914;9772.67;8488.31643257542
2014-07-09;34.5744176721467;58.2468864231877;567.626683460905;110.58426073132;2198.32583992564;241.704705784712;9808.2;8444.52265728113
2014-07-10;34.3804664723032;57.5196842783505;565.229357798165;110.368245448611;2204.18946989026;241.506617220175;9659.13;8392.39041569712
2014-07-11;35.0051020408163;57.7219409962921;572.585511864243;110.083774954628;2205.08622571491;242.665939563501;9666.34;8424.84573731268
2014-07-14;35.0548489376435;58.414427796435;575.132888760027;110.614071877938;2210.62862769977;244.383085400752;9783.01;8468.66683404469
2014-07-15;35.0005468265831;58.6812742561449;576.782264296754;111.333236910616;2223.67181353731;245.163887836302;9719.41;8461.03896103896
2014-07-16;35.0524666618086;58.7513990877624;579.363352911319;111.662673346402;2242.85428247252;246.175097646947;9859.27;8584.92977350373
2014-07-17;34.9274781341108;58.0599394485957;579.905888030888;111.971006046478;2243.69413627648;244.946377502383;9753.88;8519.81287141231
2014-07-18;34.4147559508621;57.8122883405902;577.189217860932;111.006857809878;2237.30528926408;245.212037489133;9720.02;8526.87764512665
2014-07-21;34.4459006844328;58.0057500969117;575.825684758257;111.735392421698;2231.83158537633;244.709133355567;9612.05;8500.87176247631
2014-07-22;34.6683645624886;58.4725640280335;581.489161623225;112.051997370919;2275.82177819883;248.09993425378;9734.33;8596.25553447185
2014-07-23;34.6499599329788;58.6179716750773;581.260280599903;112.288916562889;2296.99220022614;248.995507637017;9753.56;8596.54779969651
2014-07-24;34.669941775837;58.3332141928776;581.819938176198;111.589545155874;2312.13845151898;252.211732004217;9794.06;8611.32361295209
2014-07-25;35.0109162360818;57.9781536064403;580.745746349704;112.855880849821;2324.88575268817;255.381160534153;9644.01;8584.40245212665
2014-07-28;34.8542629453077;58.0919857235561;579.175615995366;113.568816732485;2346.49255093317;262.056310913248;9598.17;8586.51571690595
2014-07-29;34.9767188068389;57.582221362728;575.920127179882;113.967235843549;2367.4378608968;263.047616752615;9653.63;8591.30489651691
2014-07-30;34.9627394670835;57.2858841678987;565.20618556701;114.164392557461;2381.32564342041;263.721436343852;9593.68;8555.56397625363
2014-07-31;34.7014871236852;55.9874744376278;556.678899522679;113.473558041552;2387.60620702292;266.464942327011;9407.48;8489.03884964682
2014-08-01;34.4134886750127;56.2834748322681;559.088521772345;112.55155162413;2363.18212906147;264.008021842608;9210.08;8389.87564376335
2014-08-04;34.4326279616567;56.3359604339502;566.104132706875;112.362038919547;2364.91477682391;268.068098240876;9154.14;8376.21675865529
2014-08-05;34.4730374439786;56.0626945309026;567.544973291494;111.452859013531;2376.62928715373;268.83068129526;9189.74;8417.28177352311
2014-08-06;34.1172666522958;54.8837246092514;561.843263170413;110.995680187436;2377.25356334732;269.616390054107;9130.04;8370.00693699943
2014-08-07;34.1754927655908;54.2666244458518;554.909843474951;111.380301257678;2353.71623251909;265.626100365473;9038.97;8309.03022670025
2014-08-08;34.1656783468104;54.4828828254494;551.21399666746;108.306119457677;2344.69895540223;266.164519806904;9009.32;8243.20321325468
2014-08-11;34.6574752261956;55.0688599846978;560.115262794408;110.667934464599;2374.97060920847;270.024397052933;9180.74;8315.97291875627
2014-08-12;34.3914526845035;54.3258491286096;558.601997146933;111.080005861235;2386.60318994683;270.365096750639;9069.47;8337.42300439975
2014-08-13;34.7972269118862;55.4759933774834;567.824532125402;111.137628753013;2403.58649992758;270.370730758003;9198.88;8323.97148930849
2014-08-14;35.0508170228048;55.6758545710357;577.946840833513;111.79334257975;2392.68342096377;268.143206095738;9225.1;8339.89520958084
2014-08-15;35.2879994261531;55.9496628207996;582.932615715823;111.544018058691;2404.94771840216;270.32608167824;9092.6;8338.93910116562
2014-08-18;35.2931899641577;56.2972473556773;584.659647112194;111.664480396444;2405.85569952183;272.219723582968;9245.33;8424.45638590352
2014-08-19;35.0914155120697;56.5125685849177;584.34344639916;112.673497666278;2427.36161702045;273.74728731316;9334.28;8446.15959633713
2014-08-20;34.965625895159;57.0604204309657;585.985464282299;112.617139109524;2443.66786779203;274.663446212697;9314.57;8464.45307605563
2014-08-21;35.3106349320486;57.1773505633713;584.820128428541;113.18132307022;2431.78213872214;273.297146287969;9401.53;8480.02502345949
2014-08-22;35.4382498742726;56.7863476874003;582.621885674701;112.848148148148;2442.30125848554;274.52832500245;9339.17;8465.88779207797
2014-08-25;35.7496496964036;57.1485493353783;586.286945075984;113.857288704149;2460.03636257001;274.398710026833;9510.14;8559.4898638883
2014-08-26;35.6808304299415;57.5017243581556;590.217079468299;113.169668246445;2452.44173195231;271.594167230665;9588.15;8570.76816782865
2014-08-27;35.7736936936937;57.6658134698448;587.911930802774;113.492255990649;2440.07226579713;272.935813815594;9569.71;8602.84634760705
2014-08-28;35.1362736273627;56.2228027141537;574.540277613003;113.109891717881;2422.47701481431;271.309956260657;9462.56;8566.14222781624
2014-08-29;35.3475202885482;56.4400990413307;573.135567095871;112.497921376997;2420.75571383845;273.667580043941;9470.17;8575.06601282535
2014-09-01;35.3630398730983;56.9012569610183;580.566512998432;112.992626122509;2431.84913001189;277.086974305581;9479.03;8636.89971527997
2014-09-02;35.594586812554;56.9580018384101;584.490163973328;113.845818498874;2434.84873825569;281.043036090785;9507.02;8608.55918315896
2014-09-03;35.8326704750886;58.6437169607031;599.918864097363;113.882774599957;2484.02715775635;283.344475808449;9626.49;8607.57623192035
2014-09-04;35.8806304677898;59.6292408142363;606.429492999474;114.516619183286;2507.97263804897;288.732852708521;9724.26;8671.16742309632
2014-09-05;36.1316857515582;59.1791443850267;606.081274444338;114.982608057533;2515.21175884405;292.577501100421;9747.02;8627.65087156252
2014-09-08;36.0006513007924;59.140640433328;610.837921953555;115.207673122066;2510.45922943533;293.414867261089;9758.03;8518.43958372281
2014-09-09;36.0571573090541;58.9257038252746;605.015465143945;115.04127100073;2493.81962278491;293.839119946449;9710.7;8530.91817613991
2014-09-10;35.9839849949502;59.1828994401038;603.454510848877;114.494416243655;2465.5063670113;292.5238479786;9700.17;8524.31825273011
2014-09-11;36.0065134792835;59.2067344345616;595.812890010956;114.967480849834;2461.34131736527;291.713041832292;9691.28;8544.38301080674
2014-09-12;36.1398550724638;59.3616615853659;594.940086237702;114.967488465975;2454.05944743223;294.022342142425;9651.13;8545.01631935727
2014-09-15;35.9258856376228;59.3768479954217;593.084802286803;115.064366695552;2433.97088067472;294.910296657715;9659.63;8559.29303729794
2014-09-16;35.5064416621303;59.5758867504374;595.500047668987;114.743852311243;2404.70359669224;288.5923245118;9632.93;8498.7987987988
2014-09-17;35.7594798779602;59.8518648390182;600.647148724807;114.265875584322;2427.32486930545;290.132753375405;9661.5;8544.48084677419
2014-09-18;36.1966712697144;60.042078970122;596.985451943716;114.67825280137;2422.32222500626;292.948036834649;9798.13;8650.62793352785
2014-09-19;36.3730325669109;59.2495816707427;606.442677364663;116.713172196796;2439.96105082466;295.154771106015;9799.26;8694.11315956771
2014-09-22;36.0879352285517;59.3773681679756;601.633346087622;115.682061531872;2406.03933148528;290.297920892495;9749.54;8611.27637935418
2014-09-23;35.7284587709416;58.7234802187198;595.222014657278;115.44364552799;2385.32902373614;291.852413444529;9595.03;8493.74045801527
2014-09-24;35.548968978434;58.3226742311908;593.608346324499;115.895698924731;2405.99547397536;297.724731947762;9661.97;8572.50415441647
